JC08,https://circabc.europa.eu/sd/a/02b0a5e2-e328-44e3-90b1-4ee934d8ffc1/att42.pdf
s km/h A B C,
1 0.0 N N N,
2 0.0 N N N,
3 0.0 N N N,
4 0.0 N N N,
5 0.0 N N N,
6 0.0 N N N,
7 0.0 N N N,
8 0.0 N N N,
9 0.0 N N N,
10 0.0 N N N,
11 0.0 N N N,
12 0.0 N N N,
13 0.0 N N N,
14 0.0 N N N,
15 0.0 N N N,
16 0.0 N N N,
17 0.0 N N N,
18 0.0 N N N,
19 0.0 N N N,
20 0.0 N N N,
21 0.0 1 1 1,
22 0.0 1 1 1,
23 0.0 1 1 1,
24 0.0 1 1 1,
25 0.0 1 1 1,
26 0.0 1 1 1,
27 4.9 1 1 1,
28 9.8 1 1 1,
29 13.8 1 1 1,
30 16.6 1 2 1,
31 18.4 1 2 1,
32 20.1 2 2 1,
33 21.7 2 2 1,
34 22.7 2 2 2,
35 23.5 2 2 2,
36 24.7 2 2 2,
37 26.1 2 2 2,
38 27.6 2 2 2,
39 29.9 2 3 2,
40 32.8 2 3 2,
41 37.1 3 3 2,
42 37.8 3 3 3,
43 36.6 3 3 3,
44 36.5 3 3 3,
45 37.7 3 3 3,
46 38.9 3 3 3,
47 39.2 3 3 3,
48 37.3 3 3 3,
49 34.1 3 3 3,
50 32.8 3 3 3,
51 32.4 3 3 3,
52 31.7 3 3 3,
53 30.4 3 3 3,
54 29.1 3 3 3,
55 28.6 3 3 3,
56 28.6 3 3 3,
57 28.6 3 3 3,
58 28.7 3 3 3,
59 29.1 3 3 3,
60 29.8 3 3 3,
61 30.9 3 3 3,
62 32.5 3 3 3,
63 35.1 3 3 3,
64 37.5 3 3 3,
65 38.9 3 3 3,
66 39.0 3 3 3,
67 37.7 3 3 3,
68 35.1 3 3 3,
69 32.9 3 3 3,
70 32.1 3 3 3,
71 31.0 3 3 3,
72 27.4 3 3 3,
73 23.7 3 3 N,
74 20.2 3 3 N,
75 17.5 N 3 N,
76 15.9 N N N,
77 14.5 N N N,
78 12.7 N N N,
79 10.9 N N N,
80 9.5 N N N,
81 8.1 N N N,
82 6.9 N N N,
83 5.8 N N N,
84 4.5 N N N,
85 2.5 N N N,
86 0.0 N N N,
87 0.0 N N N,
88 0.0 1 1 1,
89 0.0 1 1 1,
90 0.0 1 1 1,
91 0.0 1 1 1,
92 0.0 1 1 1,
93 0.0 1 1 1,
94 2.6 1 1 1,
95 6.7 1 1 1,
96 10.6 1 1 1,
97 14.6 1 1 1,
98 19.7 1 2 1,
99 24.4 1 2 1,
100 27.5 2 2 2,
101 30.2 2 2 2,
102 33.4 2 3 2,
103 35.6 3 3 2,
104 35.9 3 3 3,
105 35.4 3 3 3,
106 35.3 3 3 3,
107 35.8 3 3 3,
108 37.1 3 3 3,
109 38.8 3 3 3,
110 40.3 3 3 3,
111 41.8 3 3 3,
112 43.7 3 4 3,
113 45.1 3 4 3,
114 46.1 3 4 3,
115 47.9 3 4 3,
116 50.1 3 4 3,
117 51.2 4 4 3,
118 52.1 4 4 3,
119 54.1 4 4 3,
120 56.1 4 4 OD,
121 56.9 4 5 OD,
122 57.7 4 5 OD,
123 59.5 4 5 OD,
124 61.3 4 5 OD,
125 61.8 5 5 OD,
126 61.6 5 5 OD,
127 61.2 5 5 OD,
128 60.5 5 5 OD,
129 59.7 5 5 OD,
130 59.3 5 5 OD,
131 59.4 5 5 OD,
132 59.4 5 5 OD,
133 58.5 5 5 OD,
134 57.0 5 5 OD,
135 55.6 5 5 OD,
136 54.2 5 5 OD,
137 52.9 5 5 OD,
138 51.8 5 5 OD,
139 51.3 5 5 OD,
140 51.5 5 5 OD,
141 52.6 5 5 OD,
142 54.3 5 5 OD,
143 56.0 5 5 OD,
144 57.9 5 5 OD,
145 59.9 5 5 OD,
146 61.2 5 5 OD,
147 61.8 5 5 OD,
148 62.2 5 5 OD,
149 62.6 5 5 OD,
150 62.1 5 5 OD,
151 61.4 5 5 OD,
152 61.3 5 5 OD,
153 61.7 5 5 OD,
154 61.3 5 5 OD,
155 60.3 5 5 OD,
156 59.5 5 5 OD,
157 59.2 5 5 OD,
158 59.3 5 5 OD,
159 59.1 5 5 OD,
160 58.3 5 5 OD,
161 57.6 5 5 OD,
162 57.4 5 5 OD,
163 57.1 5 5 OD,
164 56.1 5 5 OD,
165 54.4 5 5 OD,
166 52.2 5 5 OD,
167 49.7 5 5 OD,
168 47.5 5 5 OD,
169 45.9 5 5 OD,
170 44.1 5 5 OD,
171 41.8 5 5 OD,
172 39.6 5 5 OD,
173 37.8 5 5 OD,
174 34.7 5 5 OD,
175 31.9 5 5 OD,
176 29.8 5 5 OD,
177 28.2 5 5 OD,
178 26.7 5 5 OD,
179 25.0 5 5 OD,
180 23.2 5 5 OD,
181 21.1 5 5 OD,
182 18.2 5 5 OD,
183 14.9 5 5 OD,
184 12.4 5 5 OD,
185 11.6 2 2 2,
186 12.4 2 2 2,
187 13.7 2 2 2,
188 16.2 2 2 2,
189 16.9 2 2 2,
190 15.0 2 2 2,
191 12.6 2 2 2,
192 11.9 2 2 2,
193 11.6 2 2 2,
194 11.8 2 2 2,
195 12.3 2 2 2,
196 13.4 2 2 2,
197 14.6 2 2 2,
198 16.0 2 2 2,
199 18.8 2 2 2,
200 20.5 2 2 2,
201 19.8 2 2 2,
202 18.9 2 2 2,
203 19.8 2 2 2,
204 22.2 2 2 2,
205 25.1 2 2 2,
206 27.1 2 3 2,
207 27.2 2 3 2,
208 26.1 2 3 2,
209 25.1 2 3 2,
210 23.4 2 3 2,
211 20.8 2 3 2,
212 19.2 2 3 2,
213 19.0 2 3 2,
214 17.9 2 3 2,
215 16.1 2 3 2,
216 15.4 2 N 2,
217 15.1 2 N 2,
218 13.6 2 N N,
219 12.1 2 N N,
220 12.1 N N N,
221 11.1 N N N,
222 7.5 N N N,
223 3.5 N N N,
224 1.6 N N N,
225 0.0 N N N,
226 0.0 N N N,
227 0.0 N N N,
228 0.0 N N N,
229 0.0 N N N,
230 0.0 N N N,
231 0.0 N N N,
232 0.0 1 1 1,
233 0.0 1 1 1,
234 0.0 1 1 1,
235 0.0 1 1 1,
236 0.0 1 1 1,
237 0.0 1 1 1,
238 2.6 1 1 1,
239 7.9 1 1 1,
240 13.6 1 1 1,
241 18.4 1 2 1,
242 21.3 2 2 1,
243 22.6 2 2 2,
244 23.5 2 2 2,
245 23.7 2 3 2,
246 21.7 2 3 2,
247 18.6 2 3 2,
248 17.1 2 3 2,
249 16.7 2 3 2,
250 16.4 2 3 2,
251 15.7 2 3 2,
252 15.0 2 3 2,
253 14.2 2 3 2,
254 13.5 2 3 2,
255 13.0 2 3 2,
256 12.4 2 3 2,
257 11.9 2 3 2,
258 11.6 2 3 2,
259 11.7 2 3 2,
260 12.4 2 3 2,
261 15.3 2 3 2,
262 20.1 2 3 2,
263 26.2 2 3 2,
264 31.0 2 3 2,
265 34.3 2 3 2,
266 37.1 3 3 2,
267 39.1 3 3 3,
268 39.7 3 3 3,
269 39.2 3 3 3,
270 39.0 3 3 3,
271 39.6 3 3 3,
272 40.4 3 3 3,
273 41.6 3 3 3,
274 43.1 3 4 3,
275 44.2 3 4 3,
276 44.9 3 4 3,
277 46.4 3 4 3,
278 48.4 3 4 3,
279 48.8 3 4 3,
280 47.6 3 4 3,
281 47.0 3 4 3,
282 47.7 3 4 3,
283 49.0 3 4 3,
284 50.5 4 4 3,
285 51.3 4 4 OD,
286 50.8 4 4 OD,
287 49.5 4 4 OD,
288 48.0 4 4 OD,
289 45.8 4 4 OD,
290 43.2 4 4 OD,
291 42.1 4 4 OD,
292 43.0 4 4 OD,
293 43.9 4 4 OD,
294 42.5 4 4 OD,
295 38.2 4 4 OD,
296 34.6 4 4 OD,
297 33.0 3 4 OD,
298 33.5 3 4 3,
299 35.0 3 4 3,
300 37.4 3 4 3,
301 40.1 3 4 3,
302 43.2 3 4 3,
303 45.9 3 4 3,
304 48.1 3 4 3,
305 50.4 3 4 3,
306 52.7 4 4 3,
307 53.9 4 4 OD,
308 54.4 4 4 OD,
309 55.0 4 5 OD,
310 55.3 4 5 OD,
311 55.2 4 5 OD,
312 54.9 4 5 OD,
313 55.2 4 5 OD,
314 55.6 4 5 OD,
315 55.3 4 5 OD,
316 54.0 4 5 OD,
317 52.5 4 5 OD,
318 51.5 4 5 OD,
319 50.3 4 5 OD,
320 48.7 4 5 OD,
321 46.2 4 5 OD,
322 42.5 4 5 OD,
323 38.6 4 5 OD,
324 35.1 4 5 OD,
325 32.2 4 5 OD,
326 29.7 4 5 N,
327 27.6 4 N N,
328 25.5 4 N N,
329 23.2 N N N,
330 20.5 N N N,
331 17.9 N N N,
332 15.4 N N N,
333 12.8 N N N,
334 9.9 N N N,
335 6.9 N N N,
336 4.2 N N N,
337 2.5 N N N,
338 0.0 N N N,
339 0.0 N N N,
340 0.0 N N N,
341 0.0 N N N,
342 0.0 N N N,
343 0.0 N N N,
344 0.0 N N N,
345 0.0 N N N,
346 0.0 N N N,
347 0.0 N N N,
348 0.0 N N N,
349 0.0 N N N,
350 0.0 N N N,
351 0.0 N N N,
352 0.0 N N N,
353 0.0 N N N,
354 0.0 N N N,
355 0.0 N N N,
356 0.0 N N N,
357 0.0 N N N,
358 0.0 N N N,
359 0.0 N N N,
360 0.0 N N N,
361 0.0 N N N,
362 0.0 N N N,
363 0.0 N N N,
364 0.0 N N N,
365 0.0 N N N,
366 0.0 N N N,
367 0.0 N N N,
368 0.0 1 1 1,
369 0.0 1 1 1,
370 0.0 1 1 1,
371 0.0 1 1 1,
372 0.0 1 1 1,
373 0.0 1 1 1,
374 1.8 1 1 1,
375 6.9 1 1 1,
376 12.5 1 1 1,
377 17.2 1 1 1,
378 21.4 1 2 1,
379 25.3 2 2 1,
380 28.3 2 2 2,
381 31.2 2 3 2,
382 34.2 2 3 2,
383 35.7 3 3 2,
384 35.9 3 3 3,
385 36.8 3 3 3,
386 37.9 3 3 3,
387 37.3 3 3 3,
388 35.2 3 3 3,
389 33.9 3 3 3,
390 33.4 3 3 3,
391 32.6 3 3 3,
392 31.8 3 3 3,
393 31.2 3 3 3,
394 29.8 3 3 3,
395 28.0 3 3 3,
396 28.3 3 3 3,
397 30.3 3 3 3,
398 31.3 3 3 3,
399 30.7 3 3 3,
400 31.0 3 3 3,
401 33.1 3 3 3,
402 34.9 3 3 3,
403 35.6 3 3 3,
404 36.1 3 3 3,
405 37.4 3 3 3,
406 38.8 3 3 3,
407 40.1 3 3 3,
408 41.5 3 3 3,
409 43.4 3 4 3,
410 45.0 3 4 3,
411 46.2 3 4 3,
412 47.3 3 4 3,
413 48.5 3 4 3,
414 49.5 4 4 3,
415 49.9 4 4 3,
416 50.3 4 4 3,
417 50.7 4 4 3,
418 51.2 4 4 3,
419 51.9 4 4 3,
420 52.9 4 4 3,
421 54.0 4 4 OD,
422 55.1 4 4 OD,
423 56.9 4 4 OD,
424 58.6 4 5 OD,
425 59.4 4 5 OD,
426 59.6 4 5 OD,
427 60.1 4 5 OD,
428 60.9 4 5 OD,
429 61.4 4 5 OD,
430 61.7 5 5 OD,
431 61.7 5 5 OD,
432 61.6 5 5 OD,
433 61.8 5 5 OD,
434 61.7 5 5 OD,
435 61.0 5 5 OD,
436 60.2 5 5 OD,
437 59.2 5 5 OD,
438 57.3 5 5 OD,
439 55.2 5 5 OD,
440 54.5 5 5 OD,
441 54.5 5 5 OD,
442 53.5 5 5 OD,
443 51.9 5 5 OD,
444 51.6 5 5 OD,
445 52.2 5 5 OD,
446 52.4 5 5 OD,
447 51.8 5 5 OD,
448 50.7 5 5 OD,
449 49.5 5 5 OD,
450 48.2 5 5 OD,
451 46.6 5 5 OD,
452 44.9 5 5 OD,
453 43.8 5 5 OD,
454 43.1 5 5 OD,
455 42.3 5 5 OD,
456 42.0 4 5 OD,
457 42.8 4 5 OD,
458 43.5 4 5 OD,
459 44.0 4 5 OD,
460 44.9 4 5 OD,
461 45.5 4 5 OD,
462 45.6 4 5 OD,
463 46.1 4 5 OD,
464 47.1 4 5 OD,
465 47.8 4 5 OD,
466 48.3 4 5 OD,
467 49.1 4 5 OD,
468 49.8 4 5 OD,
469 50.3 4 5 OD,
470 51.1 4 5 OD,
471 52.2 4 5 OD,
472 52.9 4 5 OD,
473 52.8 4 5 OD,
474 52.7 4 5 OD,
475 52.8 4 5 OD,
476 53.0 4 5 OD,
477 52.9 4 5 OD,
478 52.5 4 5 OD,
479 51.9 4 5 OD,
480 51.5 4 5 OD,
481 51.8 4 5 OD,
482 52.5 4 5 OD,
483 52.9 4 5 OD,
484 52.9 4 5 OD,
485 53.1 4 5 OD,
486 53.4 4 5 OD,
487 53.9 4 5 OD,
488 54.2 4 5 OD,
489 54.1 4 5 OD,
490 54.1 4 5 OD,
491 54.1 4 5 OD,
492 53.8 4 5 OD,
493 53.2 4 5 OD,
494 52.8 4 5 OD,
495 52.7 4 5 OD,
496 52.8 4 5 OD,
497 52.9 4 5 OD,
498 53.0 4 5 OD,
499 53.1 4 5 OD,
500 53.2 4 5 OD,
501 53.4 4 5 OD,
502 53.8 4 5 OD,
503 53.7 4 5 OD,
504 53.7 4 5 OD,
505 53.9 4 5 OD,
506 53.2 4 5 OD,
507 51.8 4 5 OD,
508 51.1 4 5 OD,
509 51.2 4 5 OD,
510 50.2 4 5 OD,
511 48.2 4 5 OD,
512 46.9 4 5 OD,
513 46.3 4 5 OD,
514 44.7 4 5 OD,
515 42.2 4 5 OD,
516 40.1 4 5 OD,
517 39.3 4 4 OD,
518 39.6 4 4 OD,
519 40.4 4 4 OD,
520 40.3 4 4 OD,
521 38.9 4 4 OD,
522 36.2 4 4 OD,
523 32.2 4 4 OD,
524 28.1 4 4 N,
525 25.2 4 4 N,
526 22.9 N N N,
527 19.4 N N N,
528 16.7 N N N,
529 14.2 N N N,
530 10.7 N N N,
531 6.7 N N N,
532 3.5 N N N,
533 0.0 N N N,
534 0.0 N N N,
535 0.0 N N N,
536 0.0 N N N,
537 0.0 N N N,
538 0.0 N N N,
539 0.0 N N N,
540 0.0 N N N,
541 0.0 N N N,
542 0.0 N N N,
543 0.0 N N N,
544 0.0 N N N,
545 0.0 N N N,
546 0.0 N N N,
547 0.0 N N N,
548 0.0 N N N,
549 0.0 N N N,
550 0.0 N N N,
551 0.0 N N N,
552 0.0 N N N,
553 0.0 N N N,
554 0.0 N N N,
555 0.0 N N N,
556 0.0 N N N,
557 0.0 N N N,
558 0.0 N N N,
559 0.0 N N N,
560 0.0 N N N,
561 0.0 N N N,
562 0.0 N N N,
563 0.0 N N N,
564 0.0 N N N,
565 0.0 N N N,
566 0.0 N N N,
567 0.0 N N N,
568 0.0 N N N,
569 0.0 N N N,
570 0.0 N N N,
571 0.0 1 1 1,
572 0.0 1 1 1,
573 0.0 1 1 1,
574 0.0 1 1 1,
575 0.0 1 1 1,
576 0.0 1 1 1,
577 1.6 1 1 1,
578 6.0 1 1 1,
579 10.7 1 1 1,
580 15.5 1 1 1,
581 20.1 1 2 1,
582 22.2 2 2 2,
583 21.8 2 2 2,
584 22.0 2 2 2,
585 24.4 2 2 2,
586 26.25 2 3 2,
587 25.0 2 3 2,
588 22.4 2 3 2,
589 20.6 2 3 2,
590 20.5 2 3 2,
591 21.7 2 3 2,
592 23.1 2 3 2,
593 23.2 2 3 2,
594 22.7 2 3 2,
595 23.4 2 3 2,
596 25.2 2 3 2,
597 26.9 2 3 2,
598 28.9 2 3 2,
599 31.3 2 3 2,
600 32.7 2 3 2,
601 32.5 2 3 2,
